sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,proveedor_contacto,proveedor_telefono,id_articulo_original,calcula_id_original,numero_control_excel,precio_compra_con_iva,iva_compra,porcentaje_a_ganar,utilidad_excel,es_compra_interna,openpay_comision,openpay_iva,comision_tienda_nube,total_comisiones,descuento_pago_transferencia_pct,iva_venta_desglosar,precio_venta_sin_iva,ganancia_real_excel
LGVTM64,RETABLO DE LOS 10 MANDAMIENTOS,384,208.62,ARTESANIAS,LGVTM64,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,23,12,MARIA ESTHER NAVA,33 2184 5609,10 M,,0571,242,33.38,50,121,,9.52,1.52,10.08,21.12,2.75,52.98,331,276
LGVTM65,CRISTO NUM. 15 CRUZ MAD. PRIMERA COMUNION,415,225.86,ARTESANIAS,LGVTM65,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,25,13,MARIA ESTHER NAVA,33 2184 5609,15PC,,0572,262,36.14,50,131,,10.1,1.62,10.69,22.41,2.7,57.3,358,303
LGVTM66,CRUZ 1era.COMUNION C/MEDALLON Y CRISTAL DOR.,384,208.62,ARTESANIAS,LGVTM66,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,25.5,13.5,MARIA ESTHER NAVA,33 2184 5609,CPC,,0573,242,33.38,50,121,,9.52,1.52,10.08,21.12,2.75,52.98,331,276
LGVTM67,CRUZ 1era.COMUNION C/MEDALLON Y CRISTAL PLA.,353,191.38,ARTESANIAS,LGVTM67,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,25.5,13.5,MARIA ESTHER NAVA,33 2184 5609,CPC-P,,0574,222,30.62,50,111,,8.94,1.43,9.47,19.84,2.81,48.67,304,249
LGVTM68,CRUZ MADERA CON CALIZ DORADO,217,116.38,ARTESANIAS,LGVTM68,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,24,15,MARIA ESTHER NAVA,33 2184 5609,15CAD,,0575,135,18.62,50,67.5,,6.42,1.03,6.8,14.24,3.29,29.9,187,132
LGVTM69,CRUZ MADERA CON CALIZ PLATA,198,106.03,ARTESANIAS,LGVTM69,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,24,15,MARIA ESTHER NAVA,33 2184 5609,15CAP,,0576,123,16.97,50,61.5,,6.07,0.97,6.43,13.47,3.4,27.31,171,115
LGVTM70,CRUZ CALIZ IMPERIAL CON MADRA,162,86.21,ARTESANIAS,LGVTM70,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,19.5,13,MARIA ESTHER NAVA,33 2184 5609,C13M,,0577,100,13.79,50,50,,5.4,0.86,5.73,11.99,3.7,22.34,140,84
LGVTM71,CRUZ CALIZ RESACADA EN MADERA C/BASE,106,55.17,ARTESANIAS,LGVTM71,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12.5,7.5,MARIA ESTHER NAVA,33 2184 5609,CCM,,0578,64,8.83,50,32,,4.36,0.7,4.62,9.67,4.58,14.58,91,36
LGVTM72,CRUZ CALIZ DORADO C/ BASE MADERA,90,46.55,ARTESANIAS,LGVTM72,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,11,6.5,MARIA ESTHER NAVA,33 2184 5609,CCD-B,,0579,54,7.45,50,27,,4.07,0.65,4.31,9.03,5.02,12.42,78,22
LGVTM73,CRUZ CALIZ PLATA C/BASE MADERA,85,43.97,ARTESANIAS,LGVTM73,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,11,6.5,MARIA ESTHER NAVA,33 2184 5609,CCP-B,,0580,51,7.03,50,25.5,,3.98,0.64,4.22,8.84,5.18,11.77,74,18
LGVTM74,RETABLO PALOMA DE NIÑA,95,49.14,ARTESANIAS,LGVTM74,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,11,6,MARIA ESTHER NAVA,33 2184 5609,1RPA,,0581,57,7.86,50,28.5,,4.15,0.66,4.41,9.22,4.87,13.07,82,26
LGVTM75,RETABLO PALOMA DE NIÑO,95,49.14,ARTESANIAS,LGVTM75,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,11,6,MARIA ESTHER NAVA,33 2184 5609,1RPO,,0582,57,7.86,50,28.5,,4.15,0.66,4.41,9.22,4.87,13.07,82,26
LGVTM76,CRUZ PALOMITAS NIÑA DORADA,76,38.79,ARTESANIAS,LGVTM76,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,MARIA ESTHER NAVA,33 2184 5609,PAA,,0583,45,6.21,50,22.5,,3.81,0.61,4.04,8.45,5.56,10.48,65,10
LGVTM77,CRUZ PALOMITAS NIÑO DORADO,76,38.79,ARTESANIAS,LGVTM77,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,MARIA ESTHER NAVA,33 2184 5609,PAO,,0584,45,6.21,50,22.5,,3.81,0.61,4.04,8.45,5.56,10.48,65,10
LGVTM78,CRUZ PRIMERA COMUNION NIÑA,67,31.03,ARTESANIAS,LGVTM78,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,MARIA ESTHER NAVA,33 2184 5609,1PCA,,0585,36,4.97,65,23.4,,3.54,0.57,3.87,7.98,5.92,9.29,58,3
LGVTM79,CRUZ PRIMERA COMUNION NIÑO,67,31.03,ARTESANIAS,LGVTM79,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,MARIA ESTHER NAVA,33 2184 5609,1PCO,,0586,36,4.97,65,23.4,,3.54,0.57,3.87,7.98,5.92,9.29,58,3
LGVTM80,CRUZ CALIZ DORADO,67,31.03,ARTESANIAS,LGVTM80,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,MARIA ESTHER NAVA,33 2184 5609,CA,,0587,36,4.97,65,23.4,,3.54,0.57,3.87,7.98,5.92,9.29,58,3
LGVTM81,CRUZ PRIMERA COMUNION NIÑA ESPECIAL,68,34.48,ARTESANIAS,LGVTM81,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,9.5,5.2,MARIA ESTHER NAVA,33 2184 5609,2PCA,,0588,40,5.52,50,20,,3.66,0.59,3.88,8.13,5.97,9.4,59,4
LGVTM82,CRUZ PRIMERA COMUNION NIÑO ESPECIAL,68,34.48,ARTESANIAS,LGVTM82,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,9.5,5.2,MARIA ESTHER NAVA,33 2184 5609,2PCO,,0589,40,5.52,50,20,,3.66,0.59,3.88,8.13,5.97,9.4,59,4
LGVTM83,CRUZ MANOS ORANDO,67,33.62,ARTESANIAS,LGVTM83,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,MARIA ESTHER NAVA,33 2184 5609,MO,,0590,39,5.38,50,19.5,,3.63,0.58,3.85,8.07,6.06,9.18,57,2
LGVTM84,CRUZ ROSTRO DE JESUS,67,33.62,ARTESANIAS,LGVTM84,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10.5,5.5,MARIA ESTHER NAVA,33 2184 5609,RJ,,0591,39,5.38,50,19.5,,3.63,0.58,3.85,8.07,6.06,9.18,57,2
LGVTM85,MEDALLON CALIZ DORADO,76,38.79,ARTESANIAS,LGVTM85,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,5.3,5.5,MARIA ESTHER NAVA,33 2184 5609,MCAD,,0592,45,6.21,50,22.5,,3.81,0.61,4.04,8.45,5.56,10.48,65,10
LGVTM86,MEDALLON CALIZ PLATA,70,35.34,ARTESANIAS,LGVTM86,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,5.3,5.5,MARIA ESTHER NAVA,33 2184 5609,MCAP,,0593,41,5.66,50,20.5,,3.69,0.59,3.92,8.19,5.88,9.61,60,5
LGVTM87,MATRIMONIO,0,0,,LGVTM87,0,0,,,0,0,,,0594,0,0,,0,$ -,2.5,,,,,,0,0
LGVTM88,CRUZ SOLERA CORAZONES DORADO,789,431.9,ARTESANIAS,LGVTM88,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,51,27.5,MARIA ESTHER NAVA,33 2184 5609,25SCD,,0595,501,69.1,50,250.5,,17.03,2.72,18.03,37.78,2.39,108.87,680,625
LGVTM89,CRUZ SOLERA CORAZONES PLATA,763,417.24,ARTESANIAS,LGVTM89,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,51,27.5,MARIA ESTHER NAVA,33 2184 5609,25SCP,,0596,484,66.76,50,242,,16.54,2.65,17.5,36.69,2.41,105.2,657,602
LGVTM90,CRUZ MADERA CORAZON DORADO,789,431.9,ARTESANIAS,LGVTM90,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,50.4,26.4,MARIA ESTHER NAVA,33 2184 5609,25CO-D,,0597,501,69.1,50,250.5,,17.03,2.72,18.03,37.78,2.39,108.87,680,625
LGVTM91,CRUZ MADERA CORAZON PLATA,750,410.34,ARTESANIAS,LGVTM91,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,50.4,26.4,MARIA ESTHER NAVA,33 2184 5609,25CO-P,,0598,476,65.66,50,238,,16.3,2.61,17.26,36.17,2.41,103.47,647,592
LGVTM92,CRUZ SOLERA CORAZONES DORADA S/CUERPO,630,343.97,ARTESANIAS,LGVTM92,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,27.5,MARIA ESTHER NAVA,33 2184 5609,CSCD,,0599,399,55.03,50,199.5,,14.07,2.25,14.9,31.22,2.48,86.86,543,488
LGVTM93,CRUZ SOLERA CORAZONES PLATA S/CUERPO,606,331.03,ARTESANIAS,LGVTM93,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,27.5,MARIA ESTHER NAVA,33 2184 5609,CSCP,,0600,384,52.97,50,192,,13.64,2.18,14.44,30.25,2.5,83.62,523,467
LGVTM94,CRUZ MATRIMONIO MINI COMBINADA C/PIEDRA SW,110,57.76,ARTESANIAS,LGVTM94,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12.5,6,MARIA ESTHER NAVA,33 2184 5609,CMM,,0601,67,9.24,50,33.5,,4.44,0.71,4.71,9.87,4.47,15.22,95,40
LGVTM95,CRUZ MATRIMONIO SOLERA GRABADA DORADA,700,382.76,ARTESANIAS,LGVTM95,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,23,MARIA ESTHER NAVA,33 2184 5609,CMN-D,,0602,444,61.24,50,222,,15.38,2.46,16.28,34.11,2.44,96.57,604,548
LGVTM96,CRUZ MATRIMONIO SOLERA GRABADA PLATA,700,382.76,ARTESANIAS,LGVTM96,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,23,MARIA ESTHER NAVA,33 2184 5609,CMN-P,,0603,444,61.24,50,222,,15.38,2.46,16.28,34.11,2.44,96.57,604,548
LGVTM97,CRUZ MATRIMONIO DORADA C/PIEDRA SWAROVSK,936,512.93,ARTESANIAS,LGVTM97,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,MARIA ESTHER NAVA,33 2184 5609,CMDP,,0604,595,82.07,50,297.5,,19.76,3.16,20.91,43.82,2.34,129.15,807,752
LGVTM98,CRUZ MATRIMONIO DORADA,883,483.62,ARTESANIAS,LGVTM98,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,MARIA ESTHER NAVA,33 2184 5609,CMD,,0605,561,77.38,50,280.5,,18.77,3,19.87,41.64,2.36,121.81,761,706
LGVTM99,CRUZ MATRIMONIO PLATA C/PIEDRA SWAROVSKI,933,511.21,ARTESANIAS,LGVTM99,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,MARIA ESTHER NAVA,33 2184 5609,CMPP,,0606,593,81.79,50,296.5,,19.7,3.15,20.85,43.7,2.34,128.72,804,749
LGVTM100,CRUZ MATRIMONIO PLATA,883,483.62,ARTESANIAS,LGVTM100,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,MARIA ESTHER NAVA,33 2184 5609,CMP,,0607,561,77.38,50,280.5,,18.77,3,19.87,41.64,2.36,121.81,761,706
LGVTM101,CRUZ MATRIMONIO DORADO C/PIED.SWAROSV CHO,936,512.93,ARTESANIAS,LGVTM101,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,MARIA ESTHER NAVA,33 2184 5609,CMDP-CH,,0608,595,82.07,50,297.5,,19.76,3.16,20.91,43.82,2.34,129.15,807,752
LGVTM102,CRUZ MATRIMONIO DORADA EN CHOCOLATE,883,483.62,ARTESANIAS,LGVTM102,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,MARIA ESTHER NAVA,33 2184 5609,CMD-CH,,0609,561,77.38,50,280.5,,18.77,3,19.87,41.64,2.36,121.81,761,706
LGVTM103,CRUZ MATRIMONIO PLATA C/PIED. SWAROS.CHOCO,936,512.93,ARTESANIAS,LGVTM103,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,MARIA ESTHER NAVA,33 2184 5609,CMPP-CH,,0610,595,82.07,50,297.5,,19.76,3.16,20.91,43.82,2.34,129.15,807,752
LGVTM104,CRUZ MATRIMONIO PLATA CHOCOLATE,883,483.62,ARTESANIAS,LGVTM104,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,22.5,MARIA ESTHER NAVA,33 2184 5609,CMP-CH,,0611,561,77.38,50,280.5,,18.77,3,19.87,41.64,2.36,121.81,761,706
LGVTM105,CRUZ TEXTO AMOR P/MATR. DORADA C/MADERA,638,348.28,ARTESANIAS,LGVTM105,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29.5,20.5,MARIA ESTHER NAVA,33 2184 5609,CTM-D,,0612,404,55.72,50,202,,14.22,2.27,15.05,31.54,2.47,87.94,550,494
LGVTM106,CRUZ TEXTO AMOR P/MATR. PLATA C/MADERA,606,331.03,ARTESANIAS,LGVTM106,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29.5,20.5,MARIA ESTHER NAVA,33 2184 5609,CTM,,0613,384,52.97,50,192,,13.64,2.18,14.44,30.25,2.5,83.62,523,467
LGVTM107,CRUZ MATRIMONIO CORAZON C/PIEDRA SWA B/M,301,162.93,ARTESANIAS,LGVTM107,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,22.3,15,MARIA ESTHER NAVA,33 2184 5609,CMCB,,0614,189,26.07,50,94.5,,7.98,1.28,8.46,17.71,2.94,41.55,260,204
LGVTM108,CRUZ MATRIMONIO CORAZON C/PIEDRA SWAR MAD,217,116.38,ARTESANIAS,LGVTM108,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,20.5,15,MARIA ESTHER NAVA,33 2184 5609,CMCM,,0615,135,18.62,50,67.5,,6.42,1.03,6.8,14.24,3.29,29.9,187,132
LGVTM109,CRUZ BODA DORADA C/BASE MADERA,190,101.72,ARTESANIAS,LGVTM109,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,13.5,7.5,MARIA ESTHER NAVA,33 2184 5609,CBB-D,,0616,118,16.28,50,59,,5.92,0.95,6.28,13.15,3.46,26.23,164,109
LGVTM110,CRUZ BODA PLATA C/BASE MADERA,181,96.55,ARTESANIAS,LGVTM110,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,13.5,7.5,MARIA ESTHER NAVA,33 2184 5609,CBB-P,,0617,112,15.45,50,56,,5.75,0.92,6.09,12.76,3.53,24.93,156,101
LGVTM111,CRUZ BODA DORADA C/BASE,164,87.07,ARTESANIAS,LGVTM111,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12,7.5,MARIA ESTHER NAVA,33 2184 5609,CB-D,,0618,101,13.93,50,50.5,,5.43,0.87,5.76,12.05,3.68,22.56,141,86
LGVTM112,CRUZ BODA PLATA C/BASE,157,83.62,ARTESANIAS,LGVTM112,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,12,7.5,MARIA ESTHER NAVA,33 2184 5609,CB-P,,0619,97,13.38,50,48.5,,5.31,0.85,5.63,11.8,3.75,21.7,136,80
LGVTM113,CRUZ MATRI. CON AROS DORADA EN MADERA,667,364.66,ARTESANIAS,LGVTM113,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CMADM,,0620,423,58.34,50,211.5,,14.77,2.36,15.63,32.76,2.45,92.04,575,520
LGVTM114,CRUZ MATRIMONIO ALUMINO CON BASE,501,273.28,ARTESANIAS,LGVTM114,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CMAP-B,,0621,317,43.72,50,158.5,,11.69,1.87,12.38,25.95,2.59,69.16,432,377
LGVTM115,CRUZ MATRI. AROS DE ROSAS GRANDE DORADA,667,364.66,ARTESANIAS,LGVTM115,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CMRD,,0622,423,58.34,50,211.5,,14.77,2.36,15.63,32.76,2.45,92.04,575,520
LGVTM116,CRUZ MATRI. ROSAS CHICAS DORADA,667,364.66,ARTESANIAS,LGVTM116,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CMRP-D,,0623,423,58.34,50,211.5,,14.77,2.36,15.63,32.76,2.45,92.04,575,520
LGVTM117,CRUZ MATRI. CADENA DORADO,597,325.86,ARTESANIAS,LGVTM117,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CMCD,,0624,378,52.14,50,189,,13.46,2.15,14.25,29.87,2.5,82.33,515,459
LGVTM118,CRUZ MATRIMONIO CADENA PLTARA,559,305.17,ARTESANIAS,LGVTM118,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CMCP,,0625,354,48.83,50,177,,12.77,2.04,13.52,28.32,2.53,77.15,482,427
LGVTM119,CRUZ BODA TORTOLAS PLATA,666,363.79,ARTESANIAS,LGVTM119,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CBT-P,,0626,422,58.21,50,211,,14.74,2.36,15.6,32.7,2.46,91.82,574,519
LGVTM120,CRUZ BODA TORTOLAS DORADA,692,378.45,ARTESANIAS,LGVTM120,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,CBT-D,,0627,439,60.55,50,219.5,,15.23,2.44,16.12,33.79,2.44,95.49,597,542
LGVTM121,ESTUCHES,0,0,0,LGVTM121,0,0,,,0,0,,,0628,,0,0,,,2.5,,,,0,0,0,0
LGVTM122,ESTUCHE CORAZON DORADO,195,104.31,ARTESANIAS,LGVTM122,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,7.5,8,MARIA ESTHER NAVA,33 2184 5609,E01-D,,0629,121,16.69,50,60.5,,6.01,0.96,6.37,13.34,3.42,26.87,168,113
LGVTM123,ESTUCHE CORAZON PLATA,182,97.41,ARTESANIAS,LGVTM123,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,7.5,8,MARIA ESTHER NAVA,33 2184 5609,E01-P,,0630,113,15.59,50,56.5,,5.78,0.92,6.12,12.83,3.52,25.15,157,102
LGVTM124,ESTUCHE CRUZ PARA BODA DORADA,195,104.31,ARTESANIAS,LGVTM124,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10,8,MARIA ESTHER NAVA,33 2184 5609,E02-D,,0631,121,16.69,50,60.5,,6.01,0.96,6.37,13.34,3.42,26.87,168,113
LGVTM125,ESTUCHE CRUZ PARA BODA PLATA,182,97.41,ARTESANIAS,LGVTM125,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,10,8,MARIA ESTHER NAVA,33 2184 5609,E02-P,,0632,113,15.59,50,56.5,,5.78,0.92,6.12,12.83,3.52,25.15,157,102
LGVTM126,ESTUCHE FLOR DE LIZ DORADO,195,104.31,ARTESANIAS,LGVTM126,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,9.5,8,MARIA ESTHER NAVA,33 2184 5609,E03-D,,0633,121,16.69,50,60.5,,6.01,0.96,6.37,13.34,3.42,26.87,168,113
LGVTM127,ESTUCHE FLOR DE LIZ PLATA,182,97.41,ARTESANIAS,LGVTM127,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,9.5,8,MARIA ESTHER NAVA,33 2184 5609,E03-P,,0634,113,15.59,50,56.5,,5.78,0.92,6.12,12.83,3.52,25.15,157,102
LGVTM128,ESTUCHE ANGEL DORADO,148,78.45,ARTESANIAS,LGVTM128,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,8,6,MARIA ESTHER NAVA,33 2184 5609,E04-D,,0635,91,12.55,50,45.5,,5.14,0.82,5.45,11.41,3.86,20.4,128,72
LGVTM129,ESTUCHE ANGEL PLATA,139,73.28,ARTESANIAS,LGVTM129,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,8,6,MARIA ESTHER NAVA,33 2184 5609,E04-P,,0636,85,11.72,50,42.5,,4.97,0.79,5.27,11.02,3.98,19.11,119,64
LGVTM130,ESTUCHE CORAZONES DORADOS,148,78.45,ARTESANIAS,LGVTM130,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,6,6,MARIA ESTHER NAVA,33 2184 5609,E05-D,,0637,91,12.55,50,45.5,,5.14,0.82,5.45,11.41,3.86,20.4,128,72
LGVTM131,ESTUCHE CORAZONES PLATA,139,73.28,ARTESANIAS,LGVTM131,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,6,6,MARIA ESTHER NAVA,33 2184 5609,E05-P,,0638,85,11.72,50,42.5,,4.97,0.79,5.27,11.02,3.98,19.11,119,64
LGVTM132,ESTUCHE QUERUBIN PLATA,123,64.66,ARTESANIAS,LGVTM132,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,E06-P,,0639,75,10.34,50,37.5,,4.68,0.75,4.96,10.38,4.22,16.95,106,51
LGVTM133,ESTUCHE QUERUBIN DORADO,131,68.97,ARTESANIAS,LGVTM133,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,E06-D,,0640,80,11.03,50,40,,4.82,0.77,5.11,10.7,4.09,18.03,113,58
LGVTM134,ESTUCHE BEBE DURMIENDO PLATA,123,64.66,ARTESANIAS,LGVTM134,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,E07-P,,0641,75,10.34,50,37.5,,4.68,0.75,4.96,10.38,4.22,16.95,106,51
LGVTM135,ESTUCHE BEBE DURMIENDO DORADO,131,68.97,ARTESANIAS,LGVTM135,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,E07-D,,0642,80,11.03,50,40,,4.82,0.77,5.11,10.7,4.09,18.03,113,58
LGVTM136,ESTUCHE ANGEL GUARDA PLATA,123,64.66,ARTESANIAS,LGVTM136,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,E08-P,,0643,75,10.34,50,37.5,,4.68,0.75,4.96,10.38,4.22,16.95,106,51
LGVTM137,ESTUCHE ANGEL GUARDA DORADO,131,68.97,ARTESANIAS,LGVTM137,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,E08-D,,0644,80,11.03,50,40,,4.82,0.77,5.11,10.7,4.09,18.03,113,58
LGVTM138,ESTUCHE MARIPOSA PLATA,182,97.41,ARTESANIAS,LGVTM138,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,,,MARIA ESTHER NAVA,33 2184 5609,E09-P,,0645,113,15.59,50,56.5,,5.78,0.92,6.12,12.83,3.52,25.15,157,102
LGVTM139,ESTUCHE MARIPOSA DORADA,195,104.31,,LGVTM139,,,,,,,E09-D,,0646,121,16.69,50,60.5,,6.01,0.96,6.37,13.34,3.42,26.87,168,113
LGVTM140,PORTA NOTAS,0,0,,LGVTM140,,,,,,,,,0647,,0,,,,2.5,,,,0,0,0,0
LGVTM141,PORTANOTAS CORAZON 1 DORADO B/MADERA,156,82.76,ARTESANIAS,LGVTM141,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,22,8,MARIA ESTHER NAVA,33 2184 5609,P01-D,,0648,96,13.24,50,48,,5.28,0.85,5.6,11.73,3.77,21.48,134,79
LGVTM142,PORTANOTAS CORAZON 1 PLATA  B/MADERA,142,75,ARTESANIAS,LGVTM142,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,22,8,MARIA ESTHER NAVA,33 2184 5609,P01-P,,0649,87,12,50,43.5,,5.02,0.8,5.33,11.15,3.94,19.54,122,67
LGVTM143,PORTA NOTAS CORAZON 2 DORADO B/MADERA,156,82.76,ARTESANIAS,LGVTM143,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,20,8,MARIA ESTHER NAVA,33 2184 5609,P02-D,,0650,96,13.24,50,48,,5.28,0.85,5.6,11.73,3.77,21.48,134,79
LGVTM144,PORTA NOTAS CORAZON 2 PLATA B/MADERA,142,75,ARTESANIAS,LGVTM144,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,20,8,MARIA ESTHER NAVA,33 2184 5609,P02-P,,0651,87,12,50,43.5,,5.02,0.8,5.33,11.15,3.94,19.54,122,67
LGVTM145,PORTA NOTAS ADA DORADA B/MADERA,156,82.76,ARTESANIAS,LGVTM145,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,17.5,8,MARIA ESTHER NAVA,33 2184 5609,P03-D,,0652,96,13.24,50,48,,5.28,0.85,5.6,11.73,3.77,21.48,134,79
LGVTM146,PORTA NOTAS ADA PLATA B/MADERA,142,75,ARTESANIAS,LGVTM146,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,17.5,8,MARIA ESTHER NAVA,33 2184 5609,P03-P,,0653,87,12,50,43.5,,5.02,0.8,5.33,11.15,3.94,19.54,122,67
LGVTM147,PORTA NOTAS VIRGEN DE GPE. DORADA B/MADERA,142,75,ARTESANIAS,LGVTM147,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,17.5,8,MARIA ESTHER NAVA,33 2184 5609,P04-D,,0654,87,12,50,43.5,,5.02,0.8,5.33,11.15,3.94,19.54,122,67
LGVTM148,PORTA NOTAS VIRGEN DE GPE. PLATA B/MADERA,128,67.24,ARTESANIAS,LGVTM148,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,17.5,8,MARIA ESTHER NAVA,33 2184 5609,P04-P,,0655,78,10.76,50,39,,4.76,0.76,5.05,10.57,4.14,17.6,110,55
LGVTM149,PORTA NOTA MEDALLA S/BENITO DORADA B/MAD.,124,65.52,ARTESANIAS,LGVTM149,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,17.5,8,MARIA ESTHER NAVA,33 2184 5609,P05-D,,0656,76,10.48,50,38,,4.7,0.75,4.99,10.45,4.2,17.16,107,52
LGVTM150,PORTA NOTA MEDALLA S/BENITO PLATA B/MADER,110,57.76,ARTESANIAS,LGVTM150,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,17.5,8,MARIA ESTHER NAVA,33 2184 5609,P05-P,,0657,67,9.24,50,33.5,,4.44,0.71,4.71,9.87,4.47,15.22,95,40
LGVTM151,PORTA NOTA PIE BEBE DORADO C/BASE MADERA,113,59.48,ARTESANIAS,LGVTM151,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,17.5,8,MARIA ESTHER NAVA,33 2184 5609,P06-D,,0658,69,9.52,50,34.5,,4.5,0.72,4.77,10,4.4,15.65,98,43
LGVTM152,PORTA NOTA PIE BEBE PLATA C/BASE MADERA,101,52.59,ARTESANIAS,LGVTM152,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,17.5,8,MARIA ESTHER NAVA,33 2184 5609,P06-P,,0659,61,8.41,50,30.5,,4.27,0.68,4.53,9.48,4.69,13.93,87,32
